chi-0_fa,chi-1_fa,chi-2_fa,chi-3_fa,chi-4_fa,chi-5_fa,Z-0_fa,Z-1_fa,Z-2_fa,Z-3_fa,Z-4_fa,Z-5_fa,I-0_fa,I-1_fa,I-2_fa,I-3_fa,I-4_fa,I-5_fa,T-0_fa,T-1_fa,T-2_fa,T-3_fa,T-4_fa,T-5_fa,S-0_fa,S-1_fa,S-2_fa,S-3_fa,S-4_fa,S-5_fa,chi-0_ma,chi-1_ma,chi-2_ma,chi-3_ma,chi-4_ma,chi-5_ma,Z-0_ma,Z-1_ma,Z-2_ma,Z-3_ma,Z-4_ma,Z-5_ma,I-0_ma,I-1_ma,I-2_ma,I-3_ma,I-4_ma,I-5_ma,T-0_ma,T-1_ma,T-2_ma,T-3_ma,T-4_ma,T-5_ma,S-0_ma,S-1_ma,S-2_ma,S-3_ma,S-4_ma,S-5_ma,chi-0_md,chi-1_md,chi-2_md,chi-3_md,chi-4_md,chi-5_md,Z-0_md,Z-1_md,Z-2_md,Z-3_md,Z-4_md,Z-5_md,I-0_md,I-1_md,I-2_md,I-3_md,I-4_md,I-5_md,T-0_md,T-1_md,T-2_md,T-3_md,T-4_md,T-5_md,S-0_md,S-1_md,S-2_md,S-3_md,S-4_md,S-5_md,distance,barrier,smiles,filename
246.518,497.464,925.0086,1297.477,2020.548,2068.863,7797.0,12292.0,11374.0,10832.0,7260.0,3600.0,44.0,86.0,168.0,226.0,350.0,360.0,254.0,648.0,970.0,1286.0,1430.0,1368.0,15.8863,43.0282,70.6126,94.1588,113.3606,103.1478,246.518,497.464,925.0086,1297.477,2020.548,2068.863,7797.0,12292.0,11374.0,10832.0,7260.0,3600.0,44.0,86.0,168.0,226.0,350.0,360.0,254.0,648.0,970.0,1286.0,1430.0,1368.0,15.8863,43.0282,70.6126,94.1588,113.3606,103.1478,246.518,497.464,925.0086,1297.477,2020.548,2068.863,7797.0,12292.0,11374.0,10832.0,7260.0,3600.0,44.0,86.0,168.0,226.0,350.0,360.0,254.0,648.0,970.0,1286.0,1430.0,1368.0,15.8863,43.0282,70.6126,94.1588,113.3606,103.1478,0.9889,13.4,[Ir]([P+](CC)(CC)CC)([As+](C)(C)C)(C#[N+]C)(F)[H],ir_tbp_1_dft-pet3_1_dft-asme3_1_dft-iacn_1_fluoride_1_smi1_1_s_1
272.3347,562.064,1031.265,1525.2528,2256.523,2963.25,7199.0,10162.0,11276.0,12718.0,8932.0,4536.0,50.0,98.0,192.0,280.0,404.0,540.0,290.0,762.0,1156.0,1628.0,1934.0,1764.0,17.7859,47.6094,79.961,113.995,145.8452,144.906,272.3347,562.064,1031.265,1525.2528,2256.523,2963.25,7199.0,10162.0,11276.0,12718.0,8932.0,4536.0,50.0,98.0,192.0,280.0,404.0,540.0,290.0,762.0,1156.0,1628.0,1934.0,1764.0,17.7859,47.6094,79.961,113.995,145.8452,144.906,272.3347,562.064,1031.265,1525.2528,2256.523,2963.25,7199.0,10162.0,11276.0,12718.0,8932.0,4536.0,50.0,98.0,192.0,280.0,404.0,540.0,290.0,762.0,1156.0,1628.0,1934.0,1764.0,17.7859,47.6094,79.961,113.995,145.8452,144.906,0.8455,4.8,[Ir]([P+](CC)(CC)CC)([P+](CC)(CC)CC)(C#[O+])(S)[H],ir_tbp_1_dft-pet3_1_dft-pet3_1_dft-co_1_dft-sh_1_smi1_1_s_1
297.7102,658.1110000000001,1060.018,1493.0508,1809.281,2303.9,7571.0,11016.0,11686.0,14510.0,15402.0,12578.0,52.0,110.0,182.0,262.0,314.0,394.0,292.0,760.0,1164.0,1478.0,1720.0,1978.0,23.1053,59.8376,94.414,123.3998,147.09799999999996,171.1724,297.7102,658.1110000000001,1060.018,1493.0508,1809.281,2303.9,7571.0,11016.0,11686.0,14510.0,15402.0,12578.0,52.0,110.0,182.0,262.0,314.0,394.0,292.0,760.0,1164.0,1478.0,1720.0,1978.0,23.1053,59.8376,94.414,123.3998,147.09799999999996,171.1724,297.7102,658.1110000000001,1060.018,1493.0508,1809.281,2303.9,7571.0,11016.0,11686.0,14510.0,15402.0,12578.0,52.0,110.0,182.0,262.0,314.0,394.0,292.0,760.0,1164.0,1478.0,1720.0,1978.0,23.1053,59.8376,94.414,123.3998,147.09799999999996,171.1724,0.8749,7.6,[Ir]([P+](c1ccccc1)(c1ccccc1)c1ccccc1)([p+]1ccccc1)(C#[N+][H])(S)[H],ir_tbp_1_dft-pph3_1_dft-phos_1_dft-hicn_1_dft-sh_1_smi1_1_s_1
196.5613,413.739,735.9148,953.9816,1407.9714,1113.168,8733.0,14540.0,11866.0,10864.0,7116.0,2926.0,34.0,68.0,126.0,158.0,246.0,184.0,194.0,488.0,738.0,894.0,850.0,760.0,14.2653,36.775,58.9778,73.8118,83.259,62.3764,196.5613,413.739,735.9148,953.9816,1407.9714,1113.168,8733.0,14540.0,11866.0,10864.0,7116.0,2926.0,34.0,68.0,126.0,158.0,246.0,184.0,194.0,488.0,738.0,894.0,850.0,760.0,14.2653,36.775,58.9778,73.8118,83.259,62.3764,196.5613,413.739,735.9148,953.9816,1407.9714,1113.168,8733.0,14540.0,11866.0,10864.0,7116.0,2926.0,34.0,68.0,126.0,158.0,246.0,184.0,194.0,488.0,738.0,894.0,850.0,760.0,14.2653,36.775,58.9778,73.8118,83.259,62.3764,0.8329,7.6,[Ir]([As+](C)(C)C)([C-]1N(C)C=CN(C)1)(C#[N+][H])([Br])[H],ir_tbp_1_dft-asme3_1_dft-ime_1_dft-hicn_1_bromide_1_smi1_1_s_1
452.0551,996.0524,1617.2258,2335.2164,3011.4174,4256.192,7969.0,11130.0,16530.0,21358.0,25308.0,23660.0,76.0,162.0,270.0,398.0,498.0,688.0,432.0,1136.0,1780.0,2370.0,3014.0,3820.0,32.633,84.4646,136.4708,187.533,241.1454,313.7308,452.0551,996.0524,1617.2258,2335.2164,3011.4174,4256.192,7969.0,11130.0,16530.0,21358.0,25308.0,23660.0,76.0,162.0,270.0,398.0,498.0,688.0,432.0,1136.0,1780.0,2370.0,3014.0,3820.0,32.633,84.4646,136.4708,187.533,241.1454,313.7308,452.0551,996.0524,1617.2258,2335.2164,3011.4174,4256.192,7969.0,11130.0,16530.0,21358.0,25308.0,23660.0,76.0,162.0,270.0,398.0,498.0,688.0,432.0,1136.0,1780.0,2370.0,3014.0,3820.0,32.633,84.4646,136.4708,187.533,241.1454,313.7308,0.9039,2.3,[Ir]([P+](c1ccccc1)(c1ccccc1)c1ccccc1)([P+](c1ccccc1)(c1ccccc1)c1ccccc1)(C#[N+][H])([N+](=O)([O-]))[H],ir_tbp_1_dft-pph3_1_dft-pph3_1_dft-hicn_1_dft-no2_1_smi1_1_s_1
179.5403,372.555,675.2462,904.7098,1298.0746,891.0702,7513.0,10372.0,9056.0,7238.0,3422.0,1498.0,30.0,60.0,112.0,150.0,220.0,150.0,172.0,444.0,686.0,780.0,694.0,526.0,12.0094,32.056,51.5056,62.725,62.6004,43.3014,179.5403,372.555,675.2462,904.7098,1298.0746,891.0702,7513.0,10372.0,9056.0,7238.0,3422.0,1498.0,30.0,60.0,112.0,150.0,220.0,150.0,172.0,444.0,686.0,780.0,694.0,526.0,12.0094,32.056,51.5056,62.725,62.6004,43.3014,179.5403,372.555,675.2462,904.7098,1298.0746,891.0702,7513.0,10372.0,9056.0,7238.0,3422.0,1498.0,30.0,60.0,112.0,150.0,220.0,150.0,172.0,444.0,686.0,780.0,694.0,526.0,12.0094,32.056,51.5056,62.725,62.6004,43.3014,0.9789,18.0,[Ir]([As+](C)(C)C)([N+]1=COCC1)(C#[N+][H])(O)[H],ir_tbp_1_dft-asme3_1_dft-oxaz_1_dft-hicn_1_dft-oh_1_smi1_1_s_1
190.2499,396.099,701.3418,907.4482,1253.035,899.697,6919.0,8452.0,8418.0,7690.0,4800.0,2424.0,33.0,66.0,120.0,152.0,218.0,150.0,186.0,464.0,678.0,788.0,714.0,660.0,13.4988,34.7426,54.2066,67.623,69.9996,53.3666,190.2499,396.099,701.3418,907.4482,1253.035,899.697,6919.0,8452.0,8418.0,7690.0,4800.0,2424.0,33.0,66.0,120.0,152.0,218.0,150.0,186.0,464.0,678.0,788.0,714.0,660.0,13.4988,34.7426,54.2066,67.623,69.9996,53.3666,190.2499,396.099,701.3418,907.4482,1253.035,899.697,6919.0,8452.0,8418.0,7690.0,4800.0,2424.0,33.0,66.0,120.0,152.0,218.0,150.0,186.0,464.0,678.0,788.0,714.0,660.0,13.4988,34.7426,54.2066,67.623,69.9996,53.3666,0.9184,10.6,[Ir]([P+](C)(C)C)([n+]1ccccc1)(C#[N+]C)([Cl])[H],ir_tbp_1_dft-pme3_1_dft-py_1_dft-iacn_1_chloride_1_smi1_1_s_1
212.2875,462.005,817.5774,1026.6272,1221.0994,1340.814,6603.0,5638.0,7328.0,8450.0,5596.0,2660.0,35.0,72.0,128.0,164.0,200.0,220.0,200.0,508.0,750.0,902.0,910.0,784.0,13.6459,35.2548,54.3332,67.2728,73.8052,66.4828,212.2875,462.005,817.5774,1026.6272,1221.0994,1340.814,6603.0,5638.0,7328.0,8450.0,5596.0,2660.0,35.0,72.0,128.0,164.0,200.0,220.0,200.0,508.0,750.0,902.0,910.0,784.0,13.6459,35.2548,54.3332,67.2728,73.8052,66.4828,212.2875,462.005,817.5774,1026.6272,1221.0994,1340.814,6603.0,5638.0,7328.0,8450.0,5596.0,2660.0,35.0,72.0,128.0,164.0,200.0,220.0,200.0,508.0,750.0,902.0,910.0,784.0,13.6459,35.2548,54.3332,67.2728,73.8052,66.4828,0.9303,22.1,[Ir]([n+]1ccccc1)([C-]1N(C)CCN(C)1)(C#[N+][H])(O)[H],ir_tbp_1_dft-py_1_dft-sime_1_dft-hicn_1_dft-oh_1_smi1_1_s_1
203.3967,424.824,741.1212,996.1622,1480.1184,1290.872,7595.0,10156.0,10276.0,9246.0,5688.0,2940.0,35.0,70.0,128.0,166.0,258.0,212.0,198.0,502.0,768.0,954.0,938.0,824.0,14.1219,36.931,58.724,75.1174,85.081,70.3412,203.3967,424.824,741.1212,996.1622,1480.1184,1290.872,7595.0,10156.0,10276.0,9246.0,5688.0,2940.0,35.0,70.0,128.0,166.0,258.0,212.0,198.0,502.0,768.0,954.0,938.0,824.0,14.1219,36.931,58.724,75.1174,85.081,70.3412,203.3967,424.824,741.1212,996.1622,1480.1184,1290.872,7595.0,10156.0,10276.0,9246.0,5688.0,2940.0,35.0,70.0,128.0,166.0,258.0,212.0,198.0,502.0,768.0,954.0,938.0,824.0,14.1219,36.931,58.724,75.1174,85.081,70.3412,0.9082,9.4,[Ir]([As+](C)(C)C)([C-]1N(C)C=CN(C)1)(C#[O+])(C#C[H])[H],ir_tbp_1_dft-asme3_1_dft-ime_1_dft-co_1_dft-cch_1_smi1_1_s_1
215.465,455.485,851.6072,1118.0478,1572.6570000000004,1424.068,6569.0,5240.0,9018.0,7758.0,4772.0,2602.0,36.0,72.0,138.0,182.0,270.0,228.0,210.0,540.0,830.0,1018.0,976.0,844.0,13.3268,34.0844,55.3674,75.4478,84.56700000000002,69.5816,215.465,455.485,851.6072,1118.0478,1572.6570000000004,1424.068,6569.0,5240.0,9018.0,7758.0,4772.0,2602.0,36.0,72.0,138.0,182.0,270.0,228.0,210.0,540.0,830.0,1018.0,976.0,844.0,13.3268,34.0844,55.3674,75.4478,84.56700000000002,69.5816,215.465,455.485,851.6072,1118.0478,1572.6570000000004,1424.068,6569.0,5240.0,9018.0,7758.0,4772.0,2602.0,36.0,72.0,138.0,182.0,270.0,228.0,210.0,540.0,830.0,1018.0,976.0,844.0,13.3268,34.0844,55.3674,75.4478,84.56700000000002,69.5816,0.9305,10.2,[Ir]([N+](C)(C)C)([C-]1N(C)CCN(C)1)(C#[O+])(C#N)[H],ir_tbp_1_dft-nme3_1_dft-sime_1_dft-co_1_dft-cn_1_smi1_1_s_1
177.6305,352.386,636.6646,897.421,1228.048,729.5830000000002,7551.0,10532.0,9140.0,6922.0,4054.0,2030.0,29.0,58.0,106.0,144.0,204.0,116.0,164.0,420.0,634.0,718.0,576.0,428.0,12.3301,32.1842,50.6066,61.7932,59.4648,39.7832,177.6305,352.386,636.6646,897.421,1228.048,729.5830000000002,7551.0,10532.0,9140.0,6922.0,4054.0,2030.0,29.0,58.0,106.0,144.0,204.0,116.0,164.0,420.0,634.0,718.0,576.0,428.0,12.3301,32.1842,50.6066,61.7932,59.4648,39.7832,177.6305,352.386,636.6646,897.421,1228.048,729.5830000000002,7551.0,10532.0,9140.0,6922.0,4054.0,2030.0,29.0,58.0,106.0,144.0,204.0,116.0,164.0,420.0,634.0,718.0,576.0,428.0,12.3301,32.1842,50.6066,61.7932,59.4648,39.7832,0.9882,19.3,[Ir]([As+](C)(C)C)([n+]1ccccc1)(C#[O+])(F)[H],ir_tbp_1_dft-asme3_1_dft-py_1_dft-co_1_fluoride_1_smi1_1_s_1
245.4854,520.048,943.7544,1204.9704,1667.0402,2101.8142,6809.0,7106.0,9350.0,10596.0,6378.0,3694.0,43.0,86.0,162.0,212.0,288.0,366.0,248.0,632.0,928.0,1194.0,1386.0,1350.0,15.7886,41.5626,66.6372,87.4462,105.5282,107.0084,245.4854,520.048,943.7544,1204.9704,1667.0402,2101.8142,6809.0,7106.0,9350.0,10596.0,6378.0,3694.0,43.0,86.0,162.0,212.0,288.0,366.0,248.0,632.0,928.0,1194.0,1386.0,1350.0,15.7886,41.5626,66.6372,87.4462,105.5282,107.0084,245.4854,520.048,943.7544,1204.9704,1667.0402,2101.8142,6809.0,7106.0,9350.0,10596.0,6378.0,3694.0,43.0,86.0,162.0,212.0,288.0,366.0,248.0,632.0,928.0,1194.0,1386.0,1350.0,15.7886,41.5626,66.6372,87.4462,105.5282,107.0084,0.9238,7.6,[Ir]([P+](CC)(CC)CC)([N+]1=COCC1)(C#[N+]C)(C#C[H])[H],ir_tbp_1_dft-pet3_1_dft-oxaz_1_dft-iacn_1_dft-cch_1_smi1_1_s_1
211.4543,449.245,819.0646,996.4888,1182.1834,1275.72,6619.0,5776.0,7214.0,8476.0,5608.0,2618.0,34.0,70.0,126.0,156.0,190.0,202.0,196.0,494.0,722.0,856.0,832.0,704.0,13.4802,34.6598,53.213,65.1528,70.7714,62.0342,211.4543,449.245,819.0646,996.4888,1182.1834,1275.72,6619.0,5776.0,7214.0,8476.0,5608.0,2618.0,34.0,70.0,126.0,156.0,190.0,202.0,196.0,494.0,722.0,856.0,832.0,704.0,13.4802,34.6598,53.213,65.1528,70.7714,62.0342,211.4543,449.245,819.0646,996.4888,1182.1834,1275.72,6619.0,5776.0,7214.0,8476.0,5608.0,2618.0,34.0,70.0,126.0,156.0,190.0,202.0,196.0,494.0,722.0,856.0,832.0,704.0,13.4802,34.6598,53.213,65.1528,70.7714,62.0342,0.9989,18.9,[Ir]([n+]1ccccc1)([C-]1N(C)CCN(C)1)(C#[N+][H])(F)[H],ir_tbp_1_dft-py_1_dft-sime_1_dft-hicn_1_fluoride_1_smi1_1_s_1
175.433,351.3119999999999,611.4276,867.993,1226.868,762.243,7713.0,11958.0,10006.0,7504.0,4270.0,2044.0,30.0,60.0,108.0,146.0,212.0,126.0,168.0,428.0,648.0,746.0,630.0,498.0,13.0577,34.5742,54.542,65.762,64.3918,42.8566,175.433,351.3119999999999,611.4276,867.993,1226.868,762.243,7713.0,11958.0,10006.0,7504.0,4270.0,2044.0,30.0,60.0,108.0,146.0,212.0,126.0,168.0,428.0,648.0,746.0,630.0,498.0,13.0577,34.5742,54.542,65.762,64.3918,42.8566,175.433,351.3119999999999,611.4276,867.993,1226.868,762.243,7713.0,11958.0,10006.0,7504.0,4270.0,2044.0,30.0,60.0,108.0,146.0,212.0,126.0,168.0,428.0,648.0,746.0,630.0,498.0,13.0577,34.5742,54.542,65.762,64.3918,42.8566,0.8333,6.2,[Ir]([As+](C)(C)C)([p+]1ccccc1)(C#[N+][H])(F)[H],ir_tbp_1_dft-asme3_1_dft-phos_1_dft-hicn_1_fluoride_1_smi1_1_s_1
182.23,388.972,709.1904,802.9426,948.8096,853.3748,6809.0,5670.0,7690.0,9702.0,3772.0,2920.0,28.0,58.0,104.0,128.0,146.0,132.0,162.0,414.0,614.0,632.0,598.0,524.0,12.6191,30.9108,47.495,55.7782,56.393,50.423,182.23,388.972,709.1904,802.9426,948.8096,853.3748,6809.0,5670.0,7690.0,9702.0,3772.0,2920.0,28.0,58.0,104.0,128.0,146.0,132.0,162.0,414.0,614.0,632.0,598.0,524.0,12.6191,30.9108,47.495,55.7782,56.393,50.423,182.23,388.972,709.1904,802.9426,948.8096,853.3748,6809.0,5670.0,7690.0,9702.0,3772.0,2920.0,28.0,58.0,104.0,128.0,146.0,132.0,162.0,414.0,614.0,632.0,598.0,524.0,12.6191,30.9108,47.495,55.7782,56.393,50.423,0.9885,15.7,[Ir]([N+]1=COCC1)([N+]1=COCC1)(C#[N+][H])(N=C=S)[H],ir_tbp_1_dft-oxaz_1_dft-oxaz_1_dft-hicn_1_dft-itcn_1_smi1_1_s_1
168.833,361.59,607.0028,739.9024,796.5239999999999,711.985,7721.0,9766.0,7726.0,8228.0,6208.0,2940.0,27.0,56.0,92.0,118.0,130.0,114.0,148.0,370.0,528.0,588.0,516.0,424.0,12.8614,31.2402,46.4104,55.5216,54.2004,43.453,168.833,361.59,607.0028,739.9024,796.5239999999999,711.985,7721.0,9766.0,7726.0,8228.0,6208.0,2940.0,27.0,56.0,92.0,118.0,130.0,114.0,148.0,370.0,528.0,588.0,516.0,424.0,12.8614,31.2402,46.4104,55.5216,54.2004,43.453,168.833,361.59,607.0028,739.9024,796.5239999999999,711.985,7721.0,9766.0,7726.0,8228.0,6208.0,2940.0,27.0,56.0,92.0,118.0,130.0,114.0,148.0,370.0,528.0,588.0,516.0,424.0,12.8614,31.2402,46.4104,55.5216,54.2004,43.453,0.9326,13.2,[Ir]([n+]1ccncc1)([n+]1ccccc1)(C#[N+][H])([Br])[H],ir_tbp_1_dft-pyz_1_dft-py_1_dft-hicn_1_bromide_1_smi1_1_s_1
321.4145,707.655,1167.3406,1554.6288,1895.28,2567.7654,7253.0,8462.0,10502.0,14170.0,14886.0,11508.0,54.0,114.0,190.0,260.0,314.0,416.0,304.0,778.0,1166.0,1494.0,1790.0,2106.0,22.7361,58.7022,91.1646,118.7276,143.7702,170.7938,321.4145,707.655,1167.3406,1554.6288,1895.28,2567.7654,7253.0,8462.0,10502.0,14170.0,14886.0,11508.0,54.0,114.0,190.0,260.0,314.0,416.0,304.0,778.0,1166.0,1494.0,1790.0,2106.0,22.7361,58.7022,91.1646,118.7276,143.7702,170.7938,321.4145,707.655,1167.3406,1554.6288,1895.28,2567.7654,7253.0,8462.0,10502.0,14170.0,14886.0,11508.0,54.0,114.0,190.0,260.0,314.0,416.0,304.0,778.0,1166.0,1494.0,1790.0,2106.0,22.7361,58.7022,91.1646,118.7276,143.7702,170.7938,0.9524,16.3,[Ir]([n+]1ccncc1)([P+](c1ccccc1)(c1ccccc1)c1ccccc1)(C#[N+]C)(O)[H],ir_tbp_1_dft-pyz_1_dft-pph3_1_dft-iacn_1_dft-oh_1_smi1_1_s_1
295.552,646.134,1060.3344,1471.5798,1766.5424,2282.3554,7213.0,8044.0,11274.0,13380.0,13302.0,11116.0,49.0,104.0,174.0,248.0,292.0,368.0,278.0,728.0,1120.0,1380.0,1606.0,1826.0,21.5956,55.3308,87.5298,114.1376,135.9322,158.315,295.552,646.134,1060.3344,1471.5798,1766.5424,2282.3554,7213.0,8044.0,11274.0,13380.0,13302.0,11116.0,49.0,104.0,174.0,248.0,292.0,368.0,278.0,728.0,1120.0,1380.0,1606.0,1826.0,21.5956,55.3308,87.5298,114.1376,135.9322,158.315,295.552,646.134,1060.3344,1471.5798,1766.5424,2282.3554,7213.0,8044.0,11274.0,13380.0,13302.0,11116.0,49.0,104.0,174.0,248.0,292.0,368.0,278.0,728.0,1120.0,1380.0,1606.0,1826.0,21.5956,55.3308,87.5298,114.1376,135.9322,158.315,0.9567,7.5,[Ir]([P+](c1ccccc1)(c1ccccc1)c1ccccc1)(n1ccnc1)(C#[O+])(C#N)[H],ir_tbp_1_dft-pph3_1_dft-iz_1_dft-co_1_dft-cn_1_smi1_1_s_1
197.3291,418.459,711.7262,882.0980000000002,1041.427,1130.168,6647.0,5384.0,8262.0,8352.0,5654.0,2858.0,31.0,64.0,110.0,136.0,166.0,180.0,174.0,436.0,632.0,754.0,754.0,608.0,13.5239,33.6224,50.9346,62.52,69.0566,61.5348,197.3291,418.459,711.7262,882.0980000000002,1041.427,1130.168,6647.0,5384.0,8262.0,8352.0,5654.0,2858.0,31.0,64.0,110.0,136.0,166.0,180.0,174.0,436.0,632.0,754.0,754.0,608.0,13.5239,33.6224,50.9346,62.52,69.0566,61.5348,197.3291,418.459,711.7262,882.0980000000002,1041.427,1130.168,6647.0,5384.0,8262.0,8352.0,5654.0,2858.0,31.0,64.0,110.0,136.0,166.0,180.0,174.0,436.0,632.0,754.0,754.0,608.0,13.5239,33.6224,50.9346,62.52,69.0566,61.5348,0.9429,10.6,[Ir]([n+]1ccncc1)([C-]1N(C)C=CN(C)1)(C#[O+])(C#N)[H],ir_tbp_1_dft-pyz_1_dft-ime_1_dft-co_1_dft-cn_1_smi1_1_s_1
183.0124,375.5630000000001,633.8614,864.9568,1288.5252,951.5504,7581.0,10348.0,9780.0,8526.0,4300.0,2232.0,30.0,60.0,106.0,144.0,218.0,152.0,166.0,426.0,662.0,768.0,704.0,552.0,12.9206,33.3268,52.2682,65.0612,68.615,52.414,183.0124,375.5630000000001,633.8614,864.9568,1288.5252,951.5504,7581.0,10348.0,9780.0,8526.0,4300.0,2232.0,30.0,60.0,106.0,144.0,218.0,152.0,166.0,426.0,662.0,768.0,704.0,552.0,12.9206,33.3268,52.2682,65.0612,68.615,52.414,183.0124,375.5630000000001,633.8614,864.9568,1288.5252,951.5504,7581.0,10348.0,9780.0,8526.0,4300.0,2232.0,30.0,60.0,106.0,144.0,218.0,152.0,166.0,426.0,662.0,768.0,704.0,552.0,12.9206,33.3268,52.2682,65.0612,68.615,52.414,0.9718,13.8,[Ir]([As+](C)(C)C)(n1ccnc1)(C#[N+][H])(N=C=O)[H],ir_tbp_1_dft-asme3_1_dft-iz_1_dft-hicn_1_dft-icn_1_smi1_1_s_1
252.2313,524.759,957.8146,1264.6688,1815.1304,2165.704,6839.0,7404.0,8994.0,11056.0,7040.0,3536.0,43.0,86.0,162.0,212.0,300.0,364.0,248.0,632.0,936.0,1236.0,1372.0,1246.0,15.7294,41.469,66.422,88.1872,108.3498,101.9052,252.2313,524.759,957.8146,1264.6688,1815.1304,2165.704,6839.0,7404.0,8994.0,11056.0,7040.0,3536.0,43.0,86.0,162.0,212.0,300.0,364.0,248.0,632.0,936.0,1236.0,1372.0,1246.0,15.7294,41.469,66.422,88.1872,108.3498,101.9052,252.2313,524.759,957.8146,1264.6688,1815.1304,2165.704,6839.0,7404.0,8994.0,11056.0,7040.0,3536.0,43.0,86.0,162.0,212.0,300.0,364.0,248.0,632.0,936.0,1236.0,1372.0,1246.0,15.7294,41.469,66.422,88.1872,108.3498,101.9052,0.974,13.6,[Ir]([P+](CC)(CC)CC)([C-]1N(C)C=CN(C)1)(C#[N+][H])(F)[H],ir_tbp_1_dft-pet3_1_dft-ime_1_dft-hicn_1_fluoride_1_smi1_1_s_1
184.5728,396.826,648.7719999999998,843.1146,953.9028,889.7924,6825.0,5718.0,7694.0,9218.0,5492.0,3440.0,30.0,62.0,100.0,136.0,154.0,144.0,162.0,410.0,598.0,688.0,644.0,564.0,13.9249,33.5288,49.2218,61.1414,62.7962,57.6378,184.5728,396.826,648.7719999999998,843.1146,953.9028,889.7924,6825.0,5718.0,7694.0,9218.0,5492.0,3440.0,30.0,62.0,100.0,136.0,154.0,144.0,162.0,410.0,598.0,688.0,644.0,564.0,13.9249,33.5288,49.2218,61.1414,62.7962,57.6378,184.5728,396.826,648.7719999999998,843.1146,953.9028,889.7924,6825.0,5718.0,7694.0,9218.0,5492.0,3440.0,30.0,62.0,100.0,136.0,154.0,144.0,162.0,410.0,598.0,688.0,644.0,564.0,13.9249,33.5288,49.2218,61.1414,62.7962,57.6378,1.0051,17.5,[Ir]([n+]1ccccc1)([n+]1ccccc1)(C#[N+][H])(N=C=S)[H],ir_tbp_1_dft-py_1_dft-py_1_dft-hicn_1_dft-itcn_1_smi1_1_s_1
191.7607,404.899,699.445,933.0438,1285.565,1024.119,6887.0,8330.0,8514.0,7674.0,4816.0,2460.0,34.0,68.0,122.0,160.0,230.0,178.0,190.0,478.0,708.0,848.0,796.0,718.0,13.696,35.5796,55.3974,70.082,73.7864,58.245,191.7607,404.899,699.445,933.0438,1285.565,1024.119,6887.0,8330.0,8514.0,7674.0,4816.0,2460.0,34.0,68.0,122.0,160.0,230.0,178.0,190.0,478.0,708.0,848.0,796.0,718.0,13.696,35.5796,55.3974,70.082,73.7864,58.245,191.7607,404.899,699.445,933.0438,1285.565,1024.119,6887.0,8330.0,8514.0,7674.0,4816.0,2460.0,34.0,68.0,122.0,160.0,230.0,178.0,190.0,478.0,708.0,848.0,796.0,718.0,13.696,35.5796,55.3974,70.082,73.7864,58.245,0.8464,8.3,[Ir]([P+](C)(C)C)([n+]1ccccc1)(C#[N+]C)(S)[H],ir_tbp_1_dft-pme3_1_dft-py_1_dft-iacn_1_dft-sh_1_smi1_1_s_1
174.4531,360.395,584.325,746.2846,837.8088,793.5324,6799.0,6986.0,8218.0,8322.0,4610.0,2630.0,27.0,56.0,92.0,122.0,132.0,120.0,148.0,378.0,554.0,592.0,536.0,440.0,13.0518,32.4686,48.7968,57.0396,55.932,47.066,174.4531,360.395,584.325,746.2846,837.8088,793.5324,6799.0,6986.0,8218.0,8322.0,4610.0,2630.0,27.0,56.0,92.0,122.0,132.0,120.0,148.0,378.0,554.0,592.0,536.0,440.0,13.0518,32.4686,48.7968,57.0396,55.932,47.066,174.4531,360.395,584.325,746.2846,837.8088,793.5324,6799.0,6986.0,8218.0,8322.0,4610.0,2630.0,27.0,56.0,92.0,122.0,132.0,120.0,148.0,378.0,554.0,592.0,536.0,440.0,13.0518,32.4686,48.7968,57.0396,55.932,47.066,0.9862,20.6,[Ir](n1ccnc1)([p+]1ccccc1)(C#[O+])(N=C=O)[H],ir_tbp_1_dft-iz_1_dft-phos_1_dft-co_1_dft-icn_1_smi1_1_s_1
321.3201,691.6874,1136.3328,1633.4144,1985.0414,2571.152,7329.0,8396.0,12912.0,14076.0,15018.0,12544.0,52.0,110.0,184.0,268.0,318.0,402.0,294.0,770.0,1182.0,1500.0,1752.0,2004.0,22.8287,58.143,92.8388,123.153,147.4964,174.0658,321.3201,691.6874,1136.3328,1633.4144,1985.0414,2571.152,7329.0,8396.0,12912.0,14076.0,15018.0,12544.0,52.0,110.0,184.0,268.0,318.0,402.0,294.0,770.0,1182.0,1500.0,1752.0,2004.0,22.8287,58.143,92.8388,123.153,147.4964,174.0658,321.3201,691.6874,1136.3328,1633.4144,1985.0414,2571.152,7329.0,8396.0,12912.0,14076.0,15018.0,12544.0,52.0,110.0,184.0,268.0,318.0,402.0,294.0,770.0,1182.0,1500.0,1752.0,2004.0,22.8287,58.143,92.8388,123.153,147.4964,174.0658,0.9078,8.7,[Ir]([P+](c1ccccc1)(c1ccccc1)c1ccccc1)([n+]1ccccc1)(C#[O+])([N+](=O)([O-]))[H],ir_tbp_1_dft-pph3_1_dft-py_1_dft-co_1_dft-no2_1_smi1_1_s_1
